PostId,PostTypeId,AcceptedAnswerId,CreationDate,AnswerCount,ParentId,Title,CommentCount,ViewCount,Score,LastActivityDate,FavoriteCount,OwnerUserId,ClosedDate
3396,2,N/A,b'2018-01-25T13:46:14.123',N/A,3377,N/A,b'3',N/A,b'3',b'2018-01-25T13:46:14.123',N/A,b'77',N/A
3397,1,b'3398',b'2018-01-25T14:59:41.390',b'1',N/A,b'How can I subset a reference based on only the first chromosome?',b'0',b'325',b'1',b'2018-01-25T15:49:52.400',N/A,b'1770',N/A
3398,2,N/A,b'2018-01-25T15:24:06.563',N/A,3397,N/A,b'0',N/A,b'2',b'2018-01-25T15:49:52.400',N/A,b'77',N/A
3399,1,N/A,b'2018-01-25T16:12:02.067',b'0',N/A,b'Can I batch output the graph of Secondary Structure in VMD Timeline analysis?',b'2',b'63',b'1',b'2018-01-26T11:40:10.137',N/A,b'1806',N/A
3400,2,N/A,b'2018-01-25T16:27:52.093',N/A,3384,N/A,b'0',N/A,b'3',b'2018-01-25T16:27:52.093',N/A,b'581',N/A
3401,1,b'3405',b'2018-01-25T18:30:26.093',b'3',N/A,b'How to subset a VCF by chromosome and keep the header?',b'0',b'3912',b'3',b'2020-04-23T15:56:08.440',N/A,b'1770',N/A
3402,1,b'3404',b'2018-01-25T19:08:58.473',b'1',N/A,b'Problem installing RATT',b'0',b'74',b'2',b'2018-01-25T19:26:10.780',N/A,b'1075',N/A
3403,2,N/A,b'2018-01-25T19:13:22.367',N/A,3401,N/A,b'4',N/A,b'2',b'2018-01-25T19:13:22.367',N/A,b'298',N/A
3404,2,N/A,b'2018-01-25T19:13:27.113',N/A,3402,N/A,b'0',N/A,b'3',b'2018-01-25T19:26:10.780',N/A,b'48',N/A
3405,2,N/A,b'2018-01-25T20:23:28.003',N/A,3401,N/A,b'2',N/A,b'7',b'2018-01-25T20:23:28.003',N/A,b'73',N/A
3407,1,b'3408',b'2018-01-26T10:57:42.453',b'1',N/A,b'What is the difference between the entity_src_genCategory tag and the entity_src_natCategory tag in pdb-xmls?',b'0',b'17',b'2',b'2018-01-26T12:08:05.400',N/A,b'2255',N/A
3408,2,N/A,b'2018-01-26T11:31:30.107',N/A,3407,N/A,b'0',N/A,b'1',b'2018-01-26T11:31:30.107',N/A,b'266',N/A
3409,1,b'4146',b'2018-01-26T13:51:33.940',b'1',N/A,b'Blast hits disappearing after changing -evalue',b'6',b'259',b'6',b'2018-04-25T13:36:41.993',N/A,b'179',N/A
3410,2,N/A,b'2018-01-26T14:27:45.727',N/A,3395,N/A,b'4',N/A,b'2',b'2018-01-26T14:27:45.727',N/A,b'298',N/A
3411,1,b'3414',b'2018-01-26T16:55:49.837',b'1',N/A,b'Downloading an open-source MAF with tumor and normal BAMs?',b'0',b'674',b'2',b'2018-01-26T19:09:42.617',N/A,b'146',N/A
3412,1,N/A,b'2018-01-26T18:24:23.087',b'1',N/A,b'Different outputs of computeMatrix depending on binsize',b'0',b'140',b'2',b'2018-10-24T17:01:16.717',N/A,b'2257',N/A
3413,2,N/A,b'2018-01-26T18:42:38.913',N/A,3412,N/A,b'2',N/A,b'1',b'2018-01-27T11:54:34.637',N/A,b'77',N/A
3414,2,N/A,b'2018-01-26T19:09:42.617',N/A,3411,N/A,b'0',N/A,b'1',b'2018-01-26T19:09:42.617',N/A,b'73',N/A
3415,1,b'3416',b'2018-01-26T21:53:09.050',b'1',N/A,b'What are the count units in DEseq2?',b'0',b'300',b'5',b'2018-01-26T22:00:05.173',N/A,b'1226',N/A
3416,2,N/A,b'2018-01-26T22:00:05.173',N/A,3415,N/A,b'0',N/A,b'7',b'2018-01-26T22:00:05.173',N/A,b'77',N/A
3417,1,N/A,b'2018-01-27T12:48:40.680',b'1',N/A,b'Counting the number of paralogues for mouse genes gives me the wrong frequency in R',b'1',b'131',b'4',b'2018-12-27T12:02:50.577',b'1',b'2261',N/A
3418,1,b'3419',b'2018-01-27T15:40:46.113',b'1',N/A,b'How to download the whole directory of an ensembl FTP page?',b'0',b'309',b'2',b'2018-01-27T16:46:26.133',N/A,b'1075',N/A
3419,2,N/A,b'2018-01-27T16:46:26.133',N/A,3418,N/A,b'0',N/A,b'5',b'2018-01-27T16:46:26.133',N/A,b'112',N/A
3420,1,N/A,b'2018-01-27T19:38:32.387',b'1',N/A,"b'How to read the ""SEQRES"" section from a PDB file, using R'",b'2',b'347',b'2',b'2018-01-28T21:14:43.377',N/A,b'1847',N/A
3421,1,b'3435',b'2018-01-27T22:01:25.447',b'2',N/A,b'Tools to do VCF to MAF and MAF to VCF conversion?',b'4',b'2396',b'7',b'2020-05-27T08:34:48.517',b'1',b'146',N/A
3422,1,b'3426',b'2018-01-28T18:08:22.293',b'2',N/A,b'Detect transcript isoform abundance for a specific gene in scRNA-seq',b'0',b'104',b'3',b'2018-01-30T01:25:15.740',b'1',b'1771',N/A
3423,2,N/A,b'2018-01-28T20:14:39.997',N/A,3146,N/A,b'1',N/A,b'3',b'2018-01-28T20:14:39.997',N/A,b'181',N/A
3424,2,N/A,b'2018-01-28T21:14:43.377',N/A,3420,N/A,b'4',N/A,b'4',b'2018-01-28T21:14:43.377',N/A,b'150',N/A
3425,1,b'3433',b'2018-01-29T00:16:57.470',b'1',N/A,b'How to simulate biological pathways?',b'3',b'191',b'3',b'2020-01-14T22:31:02.417',N/A,b'734',N/A
3426,2,N/A,b'2018-01-29T12:30:02.133',N/A,3422,N/A,b'0',N/A,b'4',b'2018-01-29T12:30:02.133',N/A,b'235',N/A
3427,1,b'3428',b'2018-01-29T18:23:49.970',b'1',N/A,"b'factoextra: Error in if (xlab == ""x"") xlab <- ""x value"" : argument is of length zero'",b'0',b'363',b'1',b'2018-01-30T01:00:39.007',N/A,b'2005',N/A
3428,2,N/A,b'2018-01-29T18:36:45.140',N/A,3427,N/A,b'1',N/A,b'1',b'2018-01-29T18:36:45.140',N/A,b'2005',N/A
3430,2,N/A,b'2018-01-30T01:25:15.740',N/A,3422,N/A,b'0',N/A,b'3',b'2018-01-30T01:25:15.740',N/A,b'35',N/A
3431,2,N/A,b'2018-01-30T11:08:25.810',N/A,3389,N/A,b'0',N/A,b'2',b'2018-01-30T11:08:25.810',N/A,b'108',N/A
3432,1,N/A,b'2018-01-30T11:57:46.357',b'0',N/A,b'Can VMD change its cartoon representation for secondary structure according to trajectories?',b'0',b'54',b'2',b'2018-01-30T11:57:46.357',b'0',b'1806',N/A
3433,2,N/A,b'2018-01-30T13:39:25.197',N/A,3425,N/A,b'2',N/A,b'7',b'2018-01-30T13:39:25.197',N/A,b'2276',N/A
3434,2,N/A,b'2018-01-31T05:57:17.057',N/A,3417,N/A,b'0',N/A,b'1',b'2018-01-31T06:04:45.530',N/A,b'150',N/A
3435,2,N/A,b'2018-01-31T11:19:26.433',N/A,3421,N/A,b'1',N/A,b'5',b'2018-01-31T11:19:26.433',N/A,b'1377',N/A
3436,1,b'3437',b'2018-01-31T18:55:33.103',b'1',N/A,b'Comparing two multi-fasta files of the same set of proteins with parser - to find and count mutations after treatment',b'0',b'332',b'1',b'2018-02-01T15:42:40.023',N/A,b'2286',N/A
3437,2,N/A,b'2018-01-31T20:42:09.413',N/A,3436,N/A,b'0',N/A,b'3',b'2018-01-31T20:42:09.413',N/A,b'77',N/A
3438,1,N/A,b'2018-01-31T21:06:13.600',b'1',N/A,b'COSMIC Genotypes and Phenotypes',b'4',b'66',b'2',b'2018-02-01T16:56:23.657',N/A,b'59',N/A
3439,1,b'3442',b'2018-01-31T23:29:32.880',b'1',N/A,b'Why does RATT create a directory with chromosome sequences and how can I stop it?',b'0',b'26',b'1',b'2018-02-01T11:20:35.130',N/A,b'1075',N/A
3440,1,b'3461',b'2018-02-01T01:00:33.793',b'1',N/A,b'Does MinKNOW work with Mac OSX high sierra 10.13.1?',b'2',b'536',b'3',b'2018-02-04T22:57:03.450',N/A,b'1075',N/A
3441,1,N/A,b'2018-02-01T02:12:24.740',b'0',N/A,b'How can I calculate and compare intra-cluster correlation for each GO term and pathway?',b'4',b'128',b'0',b'2018-02-03T09:17:20.670',N/A,b'2289',N/A
3442,2,N/A,b'2018-02-01T11:20:35.130',N/A,3439,N/A,b'0',N/A,b'1',b'2018-02-01T11:20:35.130',N/A,b'29',N/A
3443,2,N/A,b'2018-02-01T16:56:23.657',N/A,3438,N/A,b'0',N/A,b'3',b'2018-02-01T16:56:23.657',N/A,b'48',N/A
3444,1,N/A,b'2018-02-01T17:05:43.680',b'2',N/A,b'Is there a standard way to clean a PDB file and re-number its residues?',b'4',b'727',b'7',b'2019-09-17T11:29:50.523',b'2',b'252',N/A
3445,1,b'3448',b'2018-02-01T21:21:25.590',b'1',N/A,b'How hard is it to clean and QC gene expression microarray data?',b'9',b'90',b'2',b'2018-02-02T12:23:44.583',N/A,b'2296',N/A
3446,1,N/A,b'2018-02-02T00:13:22.643',b'1',N/A,b'SNP located within a promoter region (pig)',b'0',b'56',b'6',b'2018-02-06T18:07:17.913',N/A,b'2298',N/A
3447,2,N/A,b'2018-02-02T05:49:26.387',N/A,3446,N/A,b'0',N/A,b'5',b'2018-02-02T05:49:26.387',N/A,b'73',N/A
3448,2,N/A,b'2018-02-02T12:06:40.227',N/A,3445,N/A,b'0',N/A,b'2',b'2018-02-02T12:23:44.583',N/A,b'939',N/A
3449,1,b'4016',b'2018-02-02T16:01:59.903',b'2',N/A,b'ComBat for batch effects removal on scRNA-seq data',b'2',b'1127',b'1',b'2018-04-10T22:41:03.493',b'2',b'1771',N/A
3451,1,N/A,b'2018-02-02T20:18:14.880',b'3',N/A,b'Parsing SAM/BAM files for additional information',b'0',b'194',b'3',b'2018-02-03T15:37:25.633',N/A,b'2199',N/A
3453,2,N/A,b'2018-02-02T21:29:17.937',N/A,3451,N/A,b'0',N/A,b'0',b'2018-02-02T21:29:17.937',N/A,b'73',N/A
3454,2,N/A,b'2018-02-02T21:34:06.243',N/A,3451,N/A,b'0',N/A,b'0',b'2018-02-02T21:34:06.243',N/A,b'71',N/A
3455,1,b'3457',b'2018-02-02T23:42:57.897',b'2',N/A,b'Is there a standard method to validate whether a bigWig file is correct?',b'0',b'354',b'0',b'2018-02-03T16:59:12.200',N/A,b'146',N/A
3456,2,N/A,b'2018-02-03T07:50:42.860',N/A,3455,N/A,b'1',N/A,b'2',b'2018-02-03T07:50:42.860',N/A,b'77',N/A
3457,2,N/A,b'2018-02-03T13:13:31.710',N/A,3455,N/A,b'1',N/A,b'1',b'2018-02-03T16:59:12.200',N/A,b'776',N/A
3458,2,N/A,b'2018-02-03T15:37:25.633',N/A,3451,N/A,b'1',N/A,b'2',b'2018-02-03T15:37:25.633',N/A,b'339',N/A
3459,1,N/A,b'2018-02-03T21:07:41.863',b'2',N/A,b'Web scraping in R',b'4',b'221',b'-2',b'2018-03-08T00:02:45.503',N/A,b'1847',N/A
3460,2,N/A,b'2018-02-04T09:10:49.357',N/A,3459,N/A,b'0',N/A,b'0',b'2018-02-04T09:10:49.357',N/A,b'206',N/A
3461,2,N/A,b'2018-02-04T13:17:22.220',N/A,3440,N/A,b'0',N/A,b'2',b'2018-02-04T22:57:03.450',N/A,b'1075',N/A
3462,1,b'3467',b'2018-02-04T16:24:35.793',b'1',N/A,"b""How do kmer counters determine which kmer is 'canonical'?""",b'0',b'867',b'7',b'2018-02-05T14:04:07.793',N/A,b'2085',N/A
3463,1,b'3465',b'2018-02-04T18:02:28.213',b'4',N/A,b'What are the pros and cons of the different basecallers in Oxford Nanopore Technology Sequencing?',b'0',b'5009',b'8',b'2018-12-17T18:51:37.453',b'3',b'1075',N/A
3465,2,N/A,b'2018-02-04T21:18:39.830',N/A,3463,N/A,b'0',N/A,b'5',b'2018-02-04T21:33:54.370',N/A,b'92',N/A
3466,2,N/A,b'2018-02-05T00:12:47.407',N/A,3463,N/A,b'0',N/A,b'7',b'2018-03-02T04:25:29.600',N/A,b'73',N/A
3467,2,N/A,b'2018-02-05T04:49:04.590',N/A,3462,N/A,b'2',N/A,b'7',b'2018-02-05T14:04:07.793',N/A,b'37',N/A
3468,2,N/A,b'2018-02-05T11:04:18.407',N/A,2698,N/A,b'0',N/A,b'4',b'2018-08-02T20:50:44.240',N/A,b'2307',N/A
3469,2,N/A,b'2018-02-05T11:23:43.163',N/A,3463,N/A,b'0',N/A,b'1',b'2018-02-05T11:23:43.163',N/A,b'681',N/A
3470,2,N/A,b'2018-02-05T23:45:24.137',N/A,3459,N/A,b'0',N/A,b'0',b'2018-02-05T23:45:24.137',N/A,b'2189',N/A
3471,1,b'3472',b'2018-02-06T11:13:53.777',b'1',N/A,b'What is the standard way to measure contig sequence lengths in a BAM?',b'0',b'214',b'3',b'2018-02-06T11:18:04.657',N/A,b'1770',N/A
3472,2,N/A,b'2018-02-06T11:18:04.657',N/A,3471,N/A,b'2',N/A,b'4',b'2018-02-06T11:18:04.657',N/A,b'77',N/A
3473,1,N/A,b'2018-02-06T18:05:24.293',b'1',N/A,b'How do I get the gene order from genbank file using gene names?',b'1',b'61',b'-1',b'2018-02-06T19:16:20.550',N/A,b'982',N/A
3476,2,N/A,b'2018-02-06T19:16:20.550',N/A,3473,N/A,b'0',N/A,b'1',b'2018-02-06T19:16:20.550',N/A,b'581',N/A
3477,1,N/A,b'2018-02-07T00:39:45.323',b'2',N/A,b'How to subset samples from a VCF file?',b'1',b'5565',b'3',b'2018-02-08T10:20:01.993',N/A,b'2312',N/A
3478,2,N/A,b'2018-02-07T02:11:01.323',N/A,3477,N/A,b'0',N/A,b'4',b'2018-02-07T02:16:10.953',N/A,b'73',N/A
3479,1,b'3481',b'2018-02-07T05:29:25.317',b'2',N/A,"b""How does Li and Durbin's BWA paper compare alignment programs on real data?""",b'1',b'90',b'4',b'2018-02-07T15:23:07.287',b'1',b'2063',N/A
3480,2,N/A,b'2018-02-07T09:18:49.103',N/A,3479,N/A,b'0',N/A,b'2',b'2018-02-07T09:18:49.103',N/A,b'48',N/A
3481,2,N/A,b'2018-02-07T09:20:25.457',N/A,3479,N/A,b'0',N/A,b'2',b'2018-02-07T09:20:25.457',N/A,b'73',N/A
3482,1,b'3484',b'2018-02-07T17:51:53.947',b'1',N/A,b'Counting reads for each biotype',b'0',b'201',b'-1',b'2018-02-07T19:19:10.087',N/A,b'2040',N/A
3483,1,b'3485',b'2018-02-07T18:46:50.190',b'1',N/A,b'Modifying a SAM header after removing all non-primary reads',b'3',b'753',b'2',b'2018-02-07T21:41:46.003',b'1',b'1770',N/A
3484,2,N/A,b'2018-02-07T19:19:10.087',N/A,3482,N/A,b'1',N/A,b'1',b'2018-02-07T19:19:10.087',N/A,b'776',N/A
3485,2,N/A,b'2018-02-07T21:41:46.003',N/A,3483,N/A,b'0',N/A,b'5',b'2018-02-07T21:41:46.003',N/A,b'73',N/A
3486,1,b'3494',b'2018-02-08T00:06:19.030',b'2',N/A,b'How to write a hash function for canonical kmers?',b'1',b'491',b'7',b'2019-02-02T10:31:19.663',N/A,b'2085',N/A
3487,1,N/A,b'2018-02-08T02:36:12.927',b'0',N/A,b'Methodologies for CNV analysis on SNP chip data',b'5',b'48',b'1',b'2018-02-11T18:40:02.053',N/A,b'1771',N/A
3488,2,N/A,b'2018-02-08T04:40:20.200',N/A,3486,N/A,b'0',N/A,b'5',b'2019-02-02T10:31:19.663',N/A,b'73',N/A
3490,2,N/A,b'2018-02-08T10:20:01.993',N/A,3477,N/A,b'0',N/A,b'1',b'2018-02-08T10:20:01.993',N/A,b'1394',N/A
3491,1,N/A,b'2018-02-08T12:32:21.160',b'0',N/A,b'Locate KEGG/Reactome pathways in user defined network',b'5',b'78',b'2',b'2018-02-08T13:01:39.660',b'1',b'2319',N/A
3492,1,b'3493',b'2018-02-08T19:47:59.787',b'2',N/A,b'Parse BAM by insertion size and get genomic coordinates',b'0',b'237',b'3',b'2018-02-09T14:13:31.867',b'1',b'146',N/A
3493,2,N/A,b'2018-02-08T20:06:06.460',N/A,3492,N/A,b'1',N/A,b'2',b'2018-02-08T20:06:06.460',N/A,b'77',N/A
3494,2,N/A,b'2018-02-08T21:09:41.050',N/A,3486,N/A,b'0',N/A,b'6',b'2018-02-08T21:21:39.330',N/A,b'37',N/A
3495,2,N/A,b'2018-02-08T21:30:12.453',N/A,3380,N/A,b'0',N/A,b'1',b'2018-02-08T21:58:41.100',N/A,b'425',N/A
3496,1,b'3497',b'2018-02-08T22:34:55.673',b'1',N/A,b'Error in checkFullRank(modelMatrix) deseq2',b'0',b'914',b'2',b'2018-02-09T08:19:05.103',N/A,b'926',N/A
3497,2,N/A,b'2018-02-08T22:56:08.313',N/A,3496,N/A,b'4',N/A,b'4',b'2018-02-09T08:19:05.103',N/A,b'2320',N/A
3498,1,N/A,b'2018-02-09T10:16:18.103',b'1',N/A,"b'What are the differences between ""Site"" and ""CONECT"" in a PDB file'",b'0',b'315',b'2',b'2018-02-09T11:40:28.910',N/A,b'1847',N/A
3499,2,N/A,b'2018-02-09T11:33:21.543',N/A,3498,N/A,b'2',N/A,b'2',b'2018-02-09T11:33:21.543',N/A,b'266',N/A
3500,1,N/A,b'2018-02-09T11:54:18.113',b'1',N/A,b'How to find which scales are available in SeqUtil of Biopython?',b'2',b'236',b'4',b'2020-04-28T20:33:36.503',b'1',b'747',N/A
3501,1,b'3508',b'2018-02-09T13:40:15.697',b'2',N/A,b'Exon-exon junctions: compare experimental transcripts to reference annotation',b'0',b'160',b'4',b'2018-02-12T14:52:21.027',N/A,b'294',N/A
3502,2,N/A,b'2018-02-09T14:13:31.867',N/A,3492,N/A,b'0',N/A,b'1',b'2018-02-09T14:13:31.867',N/A,b'71',N/A
3503,1,b'3505',b'2018-02-09T15:02:47.843',b'1',N/A,b'What to do with the configuration test cell after configuring the MinION with it?',b'0',b'310',b'2',b'2018-02-09T16:42:37.493',N/A,b'1075',N/A
3504,2,N/A,b'2018-02-09T16:15:01.133',N/A,3251,N/A,b'2',N/A,b'1',b'2018-02-09T16:15:01.133',N/A,b'294',N/A
3505,2,N/A,b'2018-02-09T16:42:37.493',N/A,3503,N/A,b'0',N/A,b'2',b'2018-02-09T16:42:37.493',N/A,b'681',N/A
3506,1,b'3507',b'2018-02-09T17:52:45.343',b'1',N/A,b'Generating burrows-wheeler-transform and a suffix array of a DNA sequence with less memory',b'0',b'192',b'2',b'2018-02-10T09:27:21.707',N/A,b'2322',N/A
3507,2,N/A,b'2018-02-09T19:53:46.443',N/A,3506,N/A,b'6',N/A,b'4',b'2018-02-09T20:05:30.587',N/A,b'939',N/A
3508,2,N/A,b'2018-02-10T00:10:54.673',N/A,3501,N/A,b'2',N/A,b'4',b'2018-02-12T14:52:21.027',N/A,b'37',N/A
3509,1,b'3531',b'2018-02-10T05:29:46.147',b'1',N/A,b'Normalize ATAC-seq/Dnase-seq sequencing reads coverage signals over estimated background',b'0',b'838',b'2',b'2018-02-13T17:40:22.193',N/A,b'1852',N/A
3510,1,b'3512',b'2018-02-10T10:56:33.993',b'2',N/A,b'How BWA generate index files?',b'4',b'352',b'1',b'2020-02-18T23:42:51.057',b'1',b'2322',N/A
3512,2,N/A,b'2018-02-11T18:19:18.043',N/A,3510,N/A,b'0',N/A,b'4',b'2018-02-11T18:19:18.043',N/A,b'2330',N/A
3513,1,b'3518',b'2018-02-11T23:15:17.050',b'1',N/A,"b'Assuming that we have the following SNP and phenotype data, is the SNP significantly associated with the phenotype?'",b'3',b'56',b'3',b'2018-02-12T11:43:28.693',N/A,b'2332',N/A
3514,1,b'3520',b'2018-02-12T04:03:23.460',b'3',N/A,b'assigning different characters to present and absent genes from blast output using perl or python',b'0',b'82',b'2',b'2018-02-12T16:08:52.723',b'1',b'1749',N/A
3515,2,N/A,b'2018-02-12T04:24:49.027',N/A,3510,N/A,b'0',N/A,b'2',b'2018-02-12T04:24:49.027',N/A,b'37',N/A
3516,1,b'3537',b'2018-02-12T04:44:03.710',b'2',N/A,b'How to read .bwt file .sa file?',b'0',b'242',b'2',b'2018-02-14T02:12:31.080',N/A,b'2322',N/A
3517,2,N/A,b'2018-02-12T08:07:16.667',N/A,3516,N/A,b'5',N/A,b'4',b'2018-02-12T08:07:16.667',N/A,b'77',N/A
3518,2,N/A,b'2018-02-12T09:23:59.950',N/A,3513,N/A,b'0',N/A,b'2',b'2018-02-12T09:23:59.950',N/A,b'920',N/A
3519,2,N/A,b'2018-02-12T10:41:18.547',N/A,3514,N/A,b'2',N/A,b'2',b'2018-02-12T10:41:18.547',N/A,b'123',N/A
3520,2,N/A,b'2018-02-12T12:45:14.613',N/A,3514,N/A,b'0',N/A,b'3',b'2018-02-12T12:45:14.613',N/A,b'298',N/A
3521,2,N/A,b'2018-02-12T13:39:25.533',N/A,3501,N/A,b'0',N/A,b'1',b'2018-02-12T14:28:27.553',N/A,b'294',N/A
3522,2,N/A,b'2018-02-12T16:08:52.723',N/A,3514,N/A,b'2',N/A,b'2',b'2018-02-12T16:08:52.723',N/A,b'292',N/A
3523,1,b'3524',b'2018-02-12T16:41:54.893',b'1',N/A,b'bed file merge book-end features only if same name in column 4',b'0',b'338',b'2',b'2018-04-20T21:06:16.953',b'1',b'180',N/A
3524,2,N/A,b'2018-02-12T17:04:57.130',N/A,3523,N/A,b'0',N/A,b'6',b'2018-02-12T17:04:57.130',N/A,b'77',N/A
3525,1,N/A,b'2018-02-12T20:34:18.410',b'1',N/A,b'Combine multiple species trees',b'1',b'86',b'3',b'2018-02-14T10:41:15.887',N/A,b'2338',N/A
3526,1,b'3529',b'2018-02-13T09:45:04.603',b'6',N/A,b'bed file with N regions of GRCh38 reference?',b'0',b'979',b'7',b'2019-11-01T07:46:25.240',N/A,b'180',N/A
3527,2,N/A,b'2018-02-13T10:53:30.140',N/A,3526,N/A,b'0',N/A,b'1',b'2018-02-13T10:53:30.140',N/A,b'298',N/A
3528,2,N/A,b'2018-02-13T12:16:07.913',N/A,3526,N/A,b'0',N/A,b'4',b'2018-02-13T12:48:30.077',N/A,b'77',N/A
3529,2,N/A,b'2018-02-13T14:25:04.800',N/A,3526,N/A,b'0',N/A,b'5',b'2018-02-13T14:25:04.800',N/A,b'37',N/A
3531,2,N/A,b'2018-02-13T17:40:22.193',N/A,3509,N/A,b'1',N/A,b'2',b'2018-02-13T17:40:22.193',N/A,b'2346',N/A
3532,2,N/A,b'2018-02-13T17:50:12.857',N/A,3211,N/A,b'1',N/A,b'10',b'2018-02-13T17:50:12.857',N/A,b'208',N/A
3533,2,N/A,b'2018-02-13T19:17:43.693',N/A,3526,N/A,b'0',N/A,b'2',b'2018-02-14T03:51:29.297',N/A,b'73',N/A
3534,2,N/A,b'2018-02-13T19:32:27.483',N/A,3274,N/A,b'0',N/A,b'2',b'2018-02-13T19:40:57.117',N/A,b'2346',N/A
3536,1,N/A,b'2018-02-14T01:49:30.387',b'0',N/A,b'I have two files: mys.nuc and ms.prep and need to use bioseq to extract the ORF sequences and save as mys.nuc2',b'3',b'39',b'0',b'2018-02-14T07:57:23.963',N/A,b'2348',N/A
3537,2,N/A,b'2018-02-14T02:12:31.080',N/A,3516,N/A,b'0',N/A,b'3',b'2018-02-14T02:12:31.080',N/A,b'37',N/A
3538,1,N/A,b'2018-02-14T04:49:42.393',b'1',N/A,b'Combine Fastq by writeFastq is not working properly',b'7',b'380',b'2',b'2018-02-14T10:20:59.917',b'1',b'2141',N/A
3539,2,N/A,b'2018-02-14T10:09:54.423',N/A,3538,N/A,b'1',N/A,b'4',b'2018-02-14T10:20:59.917',N/A,b'29',N/A
3540,2,N/A,b'2018-02-14T10:41:15.887',N/A,3525,N/A,b'0',N/A,b'2',b'2018-02-14T10:41:15.887',N/A,b'45',N/A
3541,1,b'3625',b'2018-02-14T11:16:35.723',b'1',N/A,b'Human Cell Atlas - Data availability',b'1',b'196',b'6',b'2018-02-26T21:35:53.963',N/A,b'1656',N/A
3542,2,N/A,b'2018-02-14T19:58:31.830',N/A,3526,N/A,b'0',N/A,b'3',b'2018-02-14T19:58:31.830',N/A,b'1000',N/A
3543,1,b'3544',b'2018-02-14T23:47:41.607',b'1',N/A,b'How do programs like STRUCTURE determine populations from alignments?',b'0',b'71',b'1',b'2018-02-15T11:44:44.920',N/A,b'2063',N/A
3544,2,N/A,b'2018-02-15T02:39:09.967',N/A,3543,N/A,b'0',N/A,b'2',b'2018-02-15T11:44:44.920',N/A,b'73',N/A
3545,1,N/A,b'2018-02-15T09:32:26.967',b'0',N/A,b'NPDock - service unavailable',b'4',b'37',b'1',b'2018-02-15T09:42:00.247',b'1',b'2362',b'2018-02-15T13:54:30.993'
3546,1,b'3554',b'2018-02-15T19:10:57.857',b'3',N/A,b'Why can using more reads lead to a lower quality assembly?',b'3',b'61',b'5',b'2018-03-01T06:10:34.227',N/A,b'83',N/A
3547,1,N/A,b'2018-02-15T19:29:23.787',b'1',N/A,b'Alignment QC differences between HISAT2 and Qualimap',b'0',b'324',b'1',b'2018-02-15T23:19:37.523',N/A,b'1369',N/A
3548,1,b'3553',b'2018-02-15T19:42:45.247',b'1',N/A,"b""ENA minion 2D data doesn't actually have 2D data""",b'0',b'29',b'2',b'2018-02-15T22:29:59.420',N/A,b'2085',N/A
3549,1,N/A,b'2018-02-15T19:50:52.170',b'2',N/A,b'Filter bam using SNP list in bed format with minimum mapping quality and base quality',b'0',b'149',b'3',b'2018-02-15T21:55:06.853',N/A,b'272',N/A
3550,2,N/A,b'2018-02-15T20:11:20.680',N/A,3549,N/A,b'0',N/A,b'1',b'2018-02-15T20:11:20.680',N/A,b'77',N/A
3551,2,N/A,b'2018-02-15T20:34:33.810',N/A,3547,N/A,b'5',N/A,b'1',b'2018-02-15T23:19:37.523',N/A,b'77',N/A
3552,2,N/A,b'2018-02-15T21:55:06.853',N/A,3549,N/A,b'0',N/A,b'2',b'2018-02-15T21:55:06.853',N/A,b'71',N/A
3553,2,N/A,b'2018-02-15T22:29:59.420',N/A,3548,N/A,b'0',N/A,b'2',b'2018-02-15T22:29:59.420',N/A,b'73',N/A
3554,2,N/A,b'2018-02-15T23:39:58.220',N/A,3546,N/A,b'0',N/A,b'4',b'2018-02-15T23:49:21.790',N/A,b'77',N/A
3555,2,N/A,b'2018-02-15T23:44:05.020',N/A,3546,N/A,b'0',N/A,b'0',b'2018-02-15T23:44:05.020',N/A,b'2085',N/A
3557,1,N/A,b'2018-02-16T14:27:39.633',b'1',N/A,b'removing indels in plink',b'1',b'824',b'2',b'2018-02-16T15:43:49.977',N/A,b'2365',N/A
3558,2,N/A,b'2018-02-16T15:43:49.977',N/A,3557,N/A,b'0',N/A,b'1',b'2018-02-16T15:43:49.977',N/A,b'131',N/A
3559,1,b'3560',b'2018-02-16T16:56:20.233',b'1',N/A,b'Optimal design for an RNA-seq experiment with ERCC RNA Spike-In Control Mixes',b'0',b'134',b'1',b'2018-02-17T00:22:28.237',N/A,b'1075',N/A
3560,2,N/A,b'2018-02-16T19:44:47.647',N/A,3559,N/A,b'5',N/A,b'2',b'2018-02-17T00:22:28.237',N/A,b'73',N/A
3561,1,N/A,b'2018-02-16T20:03:26.460',b'2',N/A,b'How to filter info score post-imputation?',b'0',b'1216',b'3',b'2018-02-25T21:32:18.797',N/A,b'2368',N/A
3562,2,N/A,b'2018-02-16T21:43:29.387',N/A,3561,N/A,b'2',N/A,b'2',b'2018-02-16T21:43:29.387',N/A,b'492',N/A
3563,1,b'3564',b'2018-02-16T22:34:45.990',b'1',N/A,b'Why is ribosomal RNA difficult to remove even with Poly(A) selection?',b'0',b'93',b'4',b'2018-02-18T18:04:16.227',N/A,b'1771',N/A
3564,2,N/A,b'2018-02-17T02:15:21.587',N/A,3563,N/A,b'0',N/A,b'5',b'2018-02-18T18:04:16.227',N/A,b'73',N/A
