PostId,PostTypeId,AcceptedAnswerId,CreationDate,AnswerCount,ParentId,Title,CommentCount,ViewCount,Score,LastActivityDate,FavoriteCount,OwnerUserId,ClosedDate
27823,2,N/A,b'2015-01-19T04:43:17.980',N/A,27816,N/A,b'5',N/A,b'1',b'2015-01-19T04:43:17.980',N/A,b'3340',N/A
27832,2,N/A,b'2015-01-19T14:22:12.780',N/A,20075,N/A,b'0',N/A,b'1',b'2015-01-19T14:22:12.780',N/A,b'13093',N/A
27867,2,N/A,b'2015-01-20T16:08:21.783',N/A,27478,N/A,b'4',N/A,b'2',b'2015-01-20T17:04:19.720',N/A,b'12909',N/A
27913,1,N/A,b'2015-01-21T18:15:06.430',b'1',N/A,b'How do you convert mtDNA sequences in FASTA to FSTAT format?',b'0',b'646',b'2',b'2015-05-07T09:33:23.773',b'1',b'3382',N/A
27914,2,N/A,b'2015-01-21T18:26:57.420',N/A,27913,N/A,b'1',N/A,b'1',b'2015-01-21T18:26:57.420',N/A,b'948',N/A
27935,1,b'28221',b'2015-01-22T05:46:37.163',b'1',N/A,b'Does increased cell turnover cause cancerous mutations?',b'7',b'1461',b'4',b'2019-06-25T12:14:55.230',b'1',b'11605',N/A
27946,1,N/A,b'2015-01-22T19:28:26.547',b'1',N/A,b'Why are riboswitches mostly present in bacteria and not in eukaryotes?',b'0',b'1262',b'3',b'2017-08-17T22:29:55.707',N/A,b'6',N/A
27960,1,N/A,b'2015-01-23T10:25:05.440',b'1',N/A,b'The damage of cancer cells',b'0',b'82',b'1',b'2015-01-23T16:02:20.127',N/A,b'13171',N/A
27967,2,N/A,b'2015-01-23T14:18:58.653',N/A,27960,N/A,b'8',N/A,b'4',b'2015-01-23T16:02:20.127',N/A,b'740',N/A
27970,1,b'27974',b'2015-01-23T17:26:00.227',b'1',N/A,b'Mode of Enzymatic Inhibition via R-Allele',b'0',b'336',b'2',b'2015-01-23T19:02:21.173',N/A,b'8059',N/A
27974,2,N/A,b'2015-01-23T18:56:28.957',N/A,27970,N/A,b'0',N/A,b'1',b'2015-01-23T19:02:21.173',N/A,b'6307',N/A
27996,1,b'28003',b'2015-01-24T19:38:02.703',b'1',N/A,b'Can methylation of a promoter induce gene expression in some rare cases?',b'2',b'344',b'5',b'2015-01-26T02:10:09.667',N/A,b'6214',N/A
27997,1,N/A,b'2015-01-24T19:53:04.377',b'1',N/A,"b""Why does a tumour's genome change depending on the environment?""",b'0',b'47',b'3',b'2015-01-24T23:32:54.123',N/A,b'13171',N/A
28002,2,N/A,b'2015-01-24T23:31:44.073',N/A,27997,N/A,b'0',N/A,b'2',b'2015-01-24T23:31:44.073',N/A,b'948',N/A
28003,2,N/A,b'2015-01-25T00:12:46.013',N/A,27996,N/A,b'0',N/A,b'4',b'2015-01-26T02:10:09.667',N/A,b'6307',N/A
28042,1,N/A,b'2015-01-26T07:16:56.243',b'1',N/A,"b'After how many generations descendant is not more related to ancestor, than to a random individual in an ancestral population?'",b'2',b'7616',b'5',b'2017-01-24T15:12:04.133',N/A,b'11639',N/A
28055,1,b'28125',b'2015-01-26T13:40:39.060',b'1',N/A,b'How was the origin of CTVT parasitic cancer determined?',b'7',b'250',b'1',b'2015-01-28T23:59:00.123',b'1',b'11841',N/A
28078,1,b'29958',b'2015-01-27T09:55:05.643',b'1',N/A,b'How much total RNA can be extracted from Drosophila brain',b'0',b'1017',b'7',b'2015-02-26T06:53:09.137',b'1',b'13226',N/A
28087,2,N/A,b'2015-01-27T15:18:27.167',N/A,28042,N/A,b'2',N/A,b'2',b'2015-01-27T15:42:32.170',N/A,b'13219',N/A
28100,1,N/A,b'2015-01-27T23:39:28.840',b'0',N/A,b'What is the most complex biological organism (or precursors) that we have been able to synthesize from raw materials?',b'6',b'268',b'4',b'2015-01-27T23:39:28.840',N/A,b'13238',N/A
28112,1,N/A,b'2015-01-28T10:30:27.613',b'2',N/A,b'How to retrieve full gene names list and Entrez gene IDs and other annotation information from HUGO gene name list (in R or any)?',b'2',b'1051',b'3',b'2015-02-02T06:44:34.083',N/A,b'12935',N/A
28118,1,N/A,b'2015-01-28T14:50:10.790',b'0',N/A,b'Gene expression for mouse feeder cells (inactivated MEFs)',b'0',b'34',b'2',b'2015-01-28T14:50:10.790',N/A,b'13244',N/A
28119,2,N/A,b'2015-01-28T15:16:17.837',N/A,28112,N/A,b'0',N/A,b'5',b'2015-01-28T15:16:17.837',N/A,b'740',N/A
28125,2,N/A,b'2015-01-28T23:53:55.830',N/A,28055,N/A,b'2',N/A,b'2',b'2015-01-28T23:59:00.123',N/A,b'5198',N/A
28129,1,b'28135',b'2015-01-29T08:20:31.383',b'1',N/A,b'What is a positive epitope fragment',b'0',b'78',b'7',b'2015-01-29T22:12:45.177',N/A,b'8835',N/A
28135,2,N/A,b'2015-01-29T09:52:07.390',N/A,28129,N/A,b'2',N/A,b'5',b'2015-01-29T15:58:35.777',N/A,b'5144',N/A
28158,2,N/A,b'2015-01-30T00:01:50.870',N/A,28112,N/A,b'0',N/A,b'1',b'2015-01-30T00:01:50.870',N/A,b'766',N/A
28159,1,N/A,b'2015-01-30T00:24:09.270',b'0',N/A,b'Why there are two rounds of cytosine de-methylation in mammalian development?',b'0',b'33',b'2',b'2015-01-30T03:20:07.927',b'1',b'13239',N/A
28175,1,b'28176',b'2015-01-30T11:41:26.410',b'1',N/A,b'Plasmid in the nucleus and gene expression',b'0',b'1021',b'6',b'2017-10-08T03:25:48.920',b'1',b'10104',N/A
28176,2,N/A,b'2015-01-30T11:59:08.197',N/A,28175,N/A,b'6',N/A,b'8',b'2015-01-30T15:05:53.087',N/A,b'5144',N/A
28221,2,N/A,b'2015-01-31T23:19:29.483',N/A,27935,N/A,b'5',N/A,b'3',b'2015-01-31T23:25:01.493',N/A,b'11631',N/A
28243,1,b'28335',b'2015-02-01T18:16:24.653',b'4',N/A,b'How does the molecular machinery choose where to cut a chromosome for recombination?',b'1',b'579',b'12',b'2015-08-22T16:53:19.937',b'5',b'13300',N/A
28257,1,N/A,b'2015-02-02T11:24:05.367',b'1',N/A,b'How are we able to find the specific sites at which DNA binding proteins bind?',b'2',b'2114',b'9',b'2015-02-04T14:05:32.047',b'1',b'13309',N/A
28261,2,N/A,b'2015-02-02T14:21:06.013',N/A,28257,N/A,b'1',N/A,b'17',b'2015-02-04T14:05:32.047',N/A,b'13310',N/A
28290,1,b'28301',b'2015-02-03T12:12:36.343',b'1',N/A,"b'What do ""e"" ""-"" ""C"" and ""E"" mean in this output?'",b'1',b'549',b'5',b'2017-03-23T04:49:35.290',N/A,b'8835',N/A
28294,1,b'28412',b'2015-02-03T13:33:25.723',b'1',N/A,b'How do biologists infer correct ORF of a DNA sequence?',b'4',b'349',b'5',b'2015-02-07T18:04:22.577',b'1',b'1916',N/A
28301,2,N/A,b'2015-02-03T21:40:28.863',N/A,28290,N/A,b'2',N/A,b'9',b'2017-03-23T04:49:35.290',N/A,b'3553',N/A
28304,1,b'28315',b'2015-02-04T02:06:57.240',b'2',N/A,b'All UniprotIDs of a cancer pathway',b'1',b'77',b'8',b'2015-02-04T14:27:32.750',N/A,b'13334',N/A
28312,2,N/A,b'2015-02-04T11:09:18.417',N/A,28304,N/A,b'2',N/A,b'2',b'2015-02-04T11:09:18.417',N/A,b'740',N/A
28314,1,N/A,b'2015-02-04T14:21:36.983',b'0',N/A,b'How to engineer chromosomal duplications?',b'0',b'31',b'1',b'2015-02-04T14:47:59.407',N/A,b'12923',N/A
28315,2,N/A,b'2015-02-04T14:26:43.447',N/A,28304,N/A,b'2',N/A,b'4',b'2015-02-04T14:26:43.447',N/A,b'1306',N/A
28332,2,N/A,b'2015-02-05T08:35:22.610',N/A,26351,N/A,b'0',N/A,b'1',b'2015-02-05T08:35:22.610',N/A,b'3887',N/A
28335,2,N/A,b'2015-02-05T11:42:31.383',N/A,28243,N/A,b'1',N/A,b'5',b'2015-02-05T16:15:09.907',N/A,b'13338',N/A
28336,2,N/A,b'2015-02-05T14:44:01.223',N/A,28243,N/A,b'2',N/A,b'6',b'2015-02-05T15:58:27.543',N/A,b'6726',N/A
28350,1,b'29743',b'2015-02-06T00:33:25.907',b'1',N/A,"b'Is using Hidden Markov Models to find homologues sensible in abstract, short sequences?'",b'2',b'107',b'7',b'2015-06-20T17:21:44.920',b'1',b'3553',N/A
28375,1,N/A,b'2015-02-06T14:45:01.263',b'0',N/A,b'How to study the number of herbivores per type of tree and time of day?',b'1',b'22',b'1',b'2015-02-06T14:45:01.263',N/A,b'13367',N/A
28380,1,b'28382',b'2015-02-06T17:44:00.540',b'2',N/A,b'How do I find a protein from this DNA sequence?',b'3',b'442',b'1',b'2015-02-06T18:03:20.377',b'1',b'13369',N/A
28381,2,N/A,b'2015-02-06T17:57:42.367',N/A,28380,N/A,b'0',N/A,b'1',b'2015-02-06T17:57:42.367',N/A,b'1648',N/A
28382,2,N/A,b'2015-02-06T17:57:57.443',N/A,28380,N/A,b'1',N/A,b'1',b'2015-02-06T17:57:57.443',N/A,b'3553',N/A
28390,1,b'28391',b'2015-02-07T02:59:00.000',b'1',N/A,b'What is some computer science technology that can help the development of biology?',b'1',b'54',b'-1',b'2015-02-07T03:44:55.980',b'1',b'5479',b'2015-02-07T06:30:04.263'
28391,2,N/A,b'2015-02-07T03:44:55.980',N/A,28390,N/A,b'0',N/A,b'2',b'2015-02-07T03:44:55.980',N/A,b'4108',N/A
28395,1,N/A,b'2015-02-07T05:01:19.020',b'2',N/A,b'What is the meaning of dots and dashes in clustalw?',b'5',b'3663',b'3',b'2015-12-14T08:36:29.663',N/A,b'13373',N/A
28404,2,N/A,b'2015-02-07T14:42:44.733',N/A,28395,N/A,b'0',N/A,b'2',b'2015-12-14T08:36:29.663',N/A,b'3553',N/A
28410,2,N/A,b'2015-02-07T17:43:03.777',N/A,28395,N/A,b'0',N/A,b'1',b'2015-02-07T17:43:03.777',N/A,b'13093',N/A
28412,2,N/A,b'2015-02-07T18:04:22.577',N/A,28294,N/A,b'0',N/A,b'3',b'2015-02-07T18:04:22.577',N/A,b'13093',N/A
28430,1,b'28438',b'2015-02-08T11:58:11.470',b'1',N/A,b'What is the genome size of Saffron (Crocus sativus)?',b'0',b'533',b'4',b'2017-04-03T02:37:03.813',b'1',b'1916',N/A
28438,2,N/A,b'2015-02-08T16:25:28.907',N/A,28430,N/A,b'4',N/A,b'6',b'2015-02-08T23:04:40.167',N/A,b'13093',N/A
28449,1,N/A,b'2015-02-09T13:23:03.857',b'0',N/A,b'How to characterise a protein family in a putative genome island?',b'1',b'80',b'2',b'2015-09-19T18:45:15.863',N/A,b'4717',N/A
28451,1,b'28458',b'2015-02-09T14:35:04.137',b'1',N/A,"b""Why aren't green eyes more prevalent?""",b'5',b'1807',b'10',b'2017-02-22T18:40:53.643',N/A,b'13394',N/A
28458,2,N/A,b'2015-02-09T22:03:53.257',N/A,28451,N/A,b'0',N/A,b'12',b'2017-02-22T18:40:53.643',N/A,b'10456',N/A
28465,2,N/A,b'2015-02-10T01:58:19.940',N/A,28243,N/A,b'0',N/A,b'0',b'2015-02-10T01:58:19.940',N/A,b'12877',N/A
28481,1,N/A,b'2015-02-10T18:21:00.870',b'1',N/A,b'Stockholm format to dot-brackets format?',b'0',b'381',b'2',b'2015-02-11T06:51:50.393',b'1',b'13373',N/A
28498,2,N/A,b'2015-02-11T06:51:50.393',N/A,28481,N/A,b'0',N/A,b'1',b'2015-02-11T06:51:50.393',N/A,b'9647',N/A
28500,1,b'28529',b'2015-02-11T09:30:28.340',b'1',N/A,b'Visualising a subset of the tree of life',b'3',b'421',b'4',b'2015-02-12T12:11:22.657',b'3',b'10456',N/A
28501,1,N/A,b'2015-02-11T10:32:09.240',b'1',N/A,"b'Clarification on the ""orientation"" of chromosomal rearrangements'",b'1',b'168',b'4',b'2016-06-06T08:16:18.300',b'2',b'12923',N/A
28508,1,N/A,b'2015-02-11T16:19:28.677',b'2',N/A,b'Where can I find mutation datasets for cancer?',b'0',b'547',b'5',b'2015-12-16T01:44:23.317',b'1',b'8161',N/A
28529,2,N/A,b'2015-02-12T12:11:22.657',N/A,28500,N/A,b'1',N/A,b'4',b'2015-02-12T12:11:22.657',N/A,b'10456',N/A
28553,1,b'28558',b'2015-02-13T17:50:11.037',b'3',N/A,b'How do scientists decide which version of a polymorphism is the main one?',b'0',b'57',b'1',b'2015-02-13T22:17:32.657',b'1',b'1427',N/A
28554,2,N/A,b'2015-02-13T18:35:31.247',N/A,28553,N/A,b'1',N/A,b'2',b'2015-02-13T19:00:31.793',N/A,b'4108',N/A
28555,1,N/A,b'2015-02-13T21:21:16.420',b'3',N/A,b'Do variant callers miss rare variants in reference?',b'4',b'156',b'6',b'2016-05-31T09:30:07.237',b'1',b'13292',N/A
28556,2,N/A,b'2015-02-13T21:39:43.480',N/A,28555,N/A,b'0',N/A,b'1',b'2015-02-13T21:39:43.480',N/A,b'9523',N/A
28557,2,N/A,b'2015-02-13T22:01:57.837',N/A,28553,N/A,b'0',N/A,b'2',b'2015-02-13T22:01:57.837',N/A,b'9523',N/A
28558,2,N/A,b'2015-02-13T22:17:32.657',N/A,28553,N/A,b'0',N/A,b'2',b'2015-02-13T22:17:32.657',N/A,b'231',N/A
28559,2,N/A,b'2015-02-13T22:52:09.030',N/A,28555,N/A,b'0',N/A,b'1',b'2015-02-13T22:52:09.030',N/A,b'5148',N/A
28588,1,N/A,b'2015-02-16T03:41:21.977',b'1',N/A,"b'In insects, does the Alanine repeat occur on the homeodomain sequence of the abdomen or does it occur on a different sequence?'",b'0',b'85',b'2',b'2015-05-09T15:26:44.570',N/A,b'13143',N/A
28590,1,N/A,b'2015-02-16T04:14:17.780',b'1',N/A,b'Redheads and pain receptors',b'0',b'2137',b'5',b'2015-02-16T16:19:22.490',b'1',b'12891',N/A
28604,2,N/A,b'2015-02-16T15:23:46.600',N/A,28590,N/A,b'0',N/A,b'3',b'2015-02-16T16:19:22.490',N/A,b'13310',N/A
28607,1,N/A,b'2015-02-16T16:57:59.157',b'2',N/A,b'Protein Structure Parameters',b'5',b'162',b'3',b'2015-02-24T18:35:13.003',b'0',b'13436',N/A
28622,1,b'28633',b'2015-02-17T00:58:00.047',b'1',N/A,b'Has the protein composition (with identification) in honey and other honeybee byproducts been studied?',b'0',b'143',b'6',b'2015-02-17T10:38:48.087',N/A,b'13495',N/A
28633,2,N/A,b'2015-02-17T10:34:12.210',N/A,28622,N/A,b'0',N/A,b'3',b'2015-02-17T10:38:48.087',N/A,b'5144',N/A
29634,2,N/A,b'2015-02-17T13:47:23.837',N/A,28607,N/A,b'0',N/A,b'1',b'2015-02-17T13:47:23.837',N/A,b'1307',N/A
29642,1,b'29657',b'2015-02-17T18:44:26.430',b'2',N/A,b'What is biological dark matter?',b'1',b'2556',b'5',b'2018-09-09T13:46:56.353',b'1',b'9212',N/A
29644,2,N/A,b'2015-02-17T18:59:49.803',N/A,29642,N/A,b'0',N/A,b'0',b'2015-02-17T18:59:49.803',N/A,b'13496',N/A
29654,1,b'41712',b'2015-02-18T04:24:47.150',b'1',N/A,b'How does a fetus retain a blood group different from its mother?',b'9',b'12451',b'6',b'2015-12-29T19:08:28.213',b'3',b'14500',N/A
29656,1,N/A,b'2015-02-18T06:03:21.137',b'1',N/A,b'Chromosome and chromatid numbers during cell cycle phases',b'0',b'50892',b'5',b'2018-12-20T14:18:59.273',N/A,b'14506',N/A
29657,2,N/A,b'2015-02-18T08:31:59.800',N/A,29642,N/A,b'0',N/A,b'5',b'2015-02-18T08:38:22.240',N/A,b'3827',N/A
29658,1,N/A,b'2015-02-18T08:41:07.977',b'1',N/A,b'What is the expected number of children that need to be born for every possible point mutation to occur once?',b'4',b'70',b'2',b'2015-02-19T01:09:11.070',N/A,b'6482',b'2015-02-18T15:43:35.233'
29659,2,N/A,b'2015-02-18T09:32:08.587',N/A,29658,N/A,b'3',N/A,b'3',b'2015-02-19T01:09:11.070',N/A,b'9583',N/A
29663,1,b'30134',b'2015-02-18T12:48:15.870',b'1',N/A,"b""Can DNA & RNA be considered as nature's programming language?""",b'8',b'1163',b'5',b'2016-05-26T22:32:48.377',b'4',b'14500',N/A
29668,1,b'29760',b'2015-02-18T13:15:49.463',b'2',N/A,"b'Can genetically engineering the DNA of a human zygote, make it a twin of another human in entirety?'",b'5',b'141',b'3',b'2015-02-21T01:21:36.510',N/A,b'14500',N/A
29670,2,N/A,b'2015-02-18T16:12:14.550',N/A,29656,N/A,b'0',N/A,b'5',b'2015-02-18T23:42:16.360',N/A,b'6061',N/A
29710,1,N/A,b'2015-02-19T13:14:44.770',b'1',N/A,b'Core architecture of the body encoding',b'6',b'119',b'0',b'2015-02-19T17:28:23.017',N/A,b'14528',b'2015-02-19T16:57:36.167'
29712,2,N/A,b'2015-02-19T15:11:23.140',N/A,29710,N/A,b'2',N/A,b'5',b'2015-02-19T17:28:23.017',N/A,b'4108',N/A
29743,2,N/A,b'2015-02-20T15:44:30.637',N/A,28350,N/A,b'0',N/A,b'1',b'2015-02-20T15:44:30.637',N/A,b'3553',N/A
29751,1,b'29752',b'2015-02-20T21:14:05.650',b'1',N/A,b'IPTG and lac operator with e coli for foreign gene question',b'0',b'249',b'3',b'2015-02-20T21:41:52.410',N/A,b'13064',N/A
29752,2,N/A,b'2015-02-20T21:41:52.410',N/A,29751,N/A,b'4',N/A,b'1',b'2015-02-20T21:41:52.410',N/A,b'5144',N/A
29760,2,N/A,b'2015-02-21T00:43:07.023',N/A,29668,N/A,b'3',N/A,b'3',b'2015-02-21T00:43:07.023',N/A,b'13239',N/A
29761,2,N/A,b'2015-02-21T01:21:36.510',N/A,29668,N/A,b'1',N/A,b'0',b'2015-02-21T01:21:36.510',N/A,b'14552',N/A
29763,1,N/A,b'2015-02-21T02:49:01.883',b'0',N/A,b'how to extract promoter regions given a TF binding site',b'3',b'111',b'1',b'2015-02-22T01:45:24.113',N/A,b'6416',N/A
29766,1,N/A,b'2015-02-21T03:19:15.753',b'2',N/A,b'How does the size of insert affects the rate of Homologous Recombination in yeast?',b'1',b'1337',b'2',b'2015-02-26T11:10:03.450',N/A,b'14551',N/A
29782,1,N/A,b'2015-02-21T22:20:53.370',b'0',N/A,b'Demultiplexing symmetric PacBio reads',b'4',b'261',b'1',b'2015-02-21T22:20:53.370',b'1',b'14564',N/A
29795,1,b'29960',b'2015-02-22T07:32:42.023',b'5',N/A,b'How does HIV mutate into other strains while keeping their virulent phenotype?',b'0',b'7175',b'2',b'2016-09-26T18:59:06.430',N/A,b'14500',N/A
29796,2,N/A,b'2015-02-22T08:03:36.613',N/A,29795,N/A,b'0',N/A,b'2',b'2015-02-22T08:03:36.613',N/A,b'6061',N/A
29799,2,N/A,b'2015-02-22T10:42:45.177',N/A,29795,N/A,b'0',N/A,b'1',b'2015-02-22T10:42:45.177',N/A,b'14552',N/A
29800,2,N/A,b'2015-02-22T10:48:53.657',N/A,29795,N/A,b'0',N/A,b'3',b'2015-02-26T08:04:54.103',N/A,b'1757',N/A
29818,1,N/A,b'2015-02-22T17:12:27.233',b'1',N/A,b'How far can we go in engineering our own evolution?',b'0',b'529',b'0',b'2015-02-22T19:00:35.043',N/A,b'9906',b'2015-02-22T19:17:48.930'
29821,2,N/A,b'2015-02-22T17:55:11.057',N/A,29818,N/A,b'3',N/A,b'3',b'2015-02-22T19:00:35.043',N/A,b'4108',N/A
29832,1,N/A,b'2015-02-23T03:23:22.453',b'4',N/A,b'How is it possible for the absolute fitness to be more than 1?',b'0',b'1415',b'3',b'2017-08-16T15:43:12.033',N/A,b'14591',N/A
29837,1,b'29840',b'2015-02-23T03:51:14.903',b'2',N/A,b'What are the major causes of mutations in DNA?',b'1',b'9823',b'4',b'2016-11-21T17:09:50.947',b'1',b'14574',N/A
29838,2,N/A,b'2015-02-23T03:52:55.513',N/A,29832,N/A,b'0',N/A,b'3',b'2015-02-23T04:05:10.423',N/A,b'13072',N/A
29839,2,N/A,b'2015-02-23T03:58:33.880',N/A,29832,N/A,b'0',N/A,b'0',b'2015-02-24T16:44:20.380',N/A,b'4108',N/A
29840,2,N/A,b'2015-02-23T05:42:03.237',N/A,29837,N/A,b'0',N/A,b'8',b'2016-11-21T17:09:50.947',N/A,b'4108',N/A
29843,2,N/A,b'2015-02-23T10:12:05.813',N/A,29832,N/A,b'0',N/A,b'1',b'2015-02-25T08:15:56.977',N/A,b'3624',N/A
29844,2,N/A,b'2015-02-23T11:51:29.713',N/A,29766,N/A,b'0',N/A,b'1',b'2015-02-23T11:51:29.713',N/A,b'14552',N/A
29847,1,N/A,b'2015-02-23T15:03:01.300',b'0',N/A,b'EMBOSS matcher and supermatcher - incongruent results?',b'0',b'78',b'1',b'2015-02-23T15:03:01.300',N/A,b'4795',N/A
29868,1,N/A,b'2015-02-24T04:49:26.370',b'1',N/A,"b'What do we use as baseline to determine what genetic segments are ""mutations"" (and what are not)'",b'0',b'134',b'1',b'2016-03-23T01:46:41.693',N/A,b'12939',N/A
29870,2,N/A,b'2015-02-24T05:53:46.123',N/A,29868,N/A,b'0',N/A,b'1',b'2015-02-24T06:04:48.267',N/A,b'14609',N/A
29875,1,N/A,b'2015-02-24T10:36:00.450',b'2',N/A,"b""Why people fear GMOs? Can't we map a plant composition?""",b'5',b'311',b'3',b'2015-02-24T11:44:40.277',b'1',b'14614',N/A
29876,2,N/A,b'2015-02-24T10:53:26.650',N/A,29875,N/A,b'5',N/A,b'1',b'2015-02-24T10:53:26.650',N/A,b'10456',N/A
29877,2,N/A,b'2015-02-24T11:36:34.240',N/A,29875,N/A,b'8',N/A,b'1',b'2015-02-24T11:44:40.277',N/A,b'14615',N/A
29878,1,b'30045',b'2015-02-24T14:00:36.387',b'1',N/A,"b'How to select genes before log2 ratio on a RNASeq gene expression matrix, based on signal median'",b'2',b'551',b'0',b'2015-04-24T04:47:54.637',N/A,b'3466',N/A
29881,2,N/A,b'2015-02-24T14:29:30.677',N/A,29837,N/A,b'0',N/A,b'3',b'2015-02-24T14:38:02.023',N/A,b'13310',N/A
29898,2,N/A,b'2015-02-24T18:35:13.003',N/A,28607,N/A,b'0',N/A,b'1',b'2015-02-24T18:35:13.003',N/A,b'158',N/A
29913,1,N/A,b'2015-02-24T20:51:59.617',b'2',N/A,b'Relative microRNA comparison from from TCGA data?',b'0',b'624',b'4',b'2015-04-24T04:47:35.303',N/A,b'14631',N/A
29915,2,N/A,b'2015-02-24T21:20:22.500',N/A,29913,N/A,b'1',N/A,b'1',b'2015-02-24T21:20:22.500',N/A,b'9523',N/A
29929,1,b'29931',b'2015-02-25T09:28:27.657',b'1',N/A,b'What is the difference between gene and CDS annotations?',b'1',b'2789',b'3',b'2015-02-26T09:08:04.270',b'1',b'14541',N/A
29931,2,N/A,b'2015-02-25T12:14:44.753',N/A,29929,N/A,b'0',N/A,b'2',b'2015-02-26T09:08:04.270',N/A,b'3340',N/A
29932,2,N/A,b'2015-02-25T12:55:14.177',N/A,29913,N/A,b'0',N/A,b'1',b'2015-02-25T16:57:41.593',N/A,b'3340',N/A
29958,2,N/A,b'2015-02-26T06:53:09.137',N/A,28078,N/A,b'0',N/A,b'2',b'2015-02-26T06:53:09.137',N/A,b'3340',N/A
29960,2,N/A,b'2015-02-26T08:02:37.727',N/A,29795,N/A,b'0',N/A,b'4',b'2015-02-26T08:02:37.727',N/A,b'3340',N/A
29961,2,N/A,b'2015-02-26T08:44:17.310',N/A,29766,N/A,b'2',N/A,b'3',b'2015-02-26T11:10:03.450',N/A,b'3340',N/A
29985,1,b'29986',b'2015-02-27T01:33:10.380',b'1',N/A,b'What are pseudoknots?',b'0',b'155',b'1',b'2015-02-27T03:11:28.967',b'1',b'14574',N/A
29986,2,N/A,b'2015-02-27T03:11:28.967',N/A,29985,N/A,b'2',N/A,b'3',b'2015-02-27T03:11:28.967',N/A,b'14609',N/A
29997,1,N/A,b'2015-02-27T10:08:51.723',b'0',N/A,b'How do I use BEAST for divergence time estimation in this case?',b'1',b'237',b'1',b'2015-02-27T10:08:51.723',N/A,b'18932',N/A
30003,1,b'30010',b'2015-02-27T15:44:09.190',b'1',N/A,b'How are 23 chromosomes in human sperm chosen?',b'5',b'4013',b'3',b'2016-01-15T21:05:58.183',N/A,b'14674',N/A
30010,2,N/A,b'2015-02-27T22:44:54.323',N/A,30003,N/A,b'5',N/A,b'5',b'2015-03-03T01:31:30.517',N/A,b'6061',N/A
30026,1,N/A,b'2015-02-28T19:51:15.390',b'1',N/A,b'interpreting enhancer and promoter regions of a target gene',b'9',b'106',b'2',b'2015-02-28T21:03:10.180',b'1',b'6416',N/A
30027,2,N/A,b'2015-02-28T21:03:10.180',N/A,30026,N/A,b'2',N/A,b'1',b'2015-02-28T21:03:10.180',N/A,b'3340',N/A
30028,1,N/A,b'2015-02-28T21:09:02.067',b'1',N/A,b'Two heterozygote mice for skin color are reproduced. Find the probability that in 3 children 2 will be dark and one white',b'0',b'53',b'0',b'2015-03-01T02:28:47.940',N/A,b'14697',N/A
30037,2,N/A,b'2015-03-01T02:28:47.940',N/A,30028,N/A,b'1',N/A,b'1',b'2015-03-01T02:28:47.940',N/A,b'14629',N/A
30045,2,N/A,b'2015-03-01T10:14:59.487',N/A,29878,N/A,b'2',N/A,b'3',b'2015-03-01T10:14:59.487',N/A,b'3340',N/A
30067,1,N/A,b'2015-03-02T11:18:32.520',b'0',N/A,b'How do I identify the protein with the highest Disulfide bond density? i.e protein with highest ratio of Disulphide bonds per Peptide bond?',b'11',b'114',b'2',b'2015-03-03T05:23:39.720',b'1',b'6897',b'2015-03-03T13:32:06.917'
30069,1,b'30073',b'2015-03-02T14:33:48.077',b'1',N/A,b'Why do haemophillic females $X^hX^h$ die before birth?',b'13',b'1030',b'7',b'2018-05-23T02:21:26.717',b'1',b'14616',N/A
30073,2,N/A,b'2015-03-02T17:44:38.373',N/A,30069,N/A,b'1',N/A,b'3',b'2015-03-02T17:44:38.373',N/A,b'3340',N/A
30093,1,N/A,b'2015-03-03T10:59:34.007',b'0',N/A,b'Degree of dosage compensation in Drosophila melanogaster',b'3',b'76',b'4',b'2015-05-25T10:30:07.360',N/A,b'1590',N/A
30106,1,b'30121',b'2015-03-03T21:25:11.010',b'1',N/A,b'Fixation rate at neutral loci',b'2',b'439',b'4',b'2015-03-12T18:55:41.907',b'1',b'4108',N/A
30116,1,b'30120',b'2015-03-04T03:10:39.550',b'7',N/A,"b'Does DNA have the equivalent of IF-statements, WHILE loops, or function calls? How about GOTO?'",b'18',b'15460',b'153',b'2019-03-13T04:22:13.660',b'69',b'12939',N/A
30117,2,N/A,b'2015-03-04T03:39:41.073',N/A,30116,N/A,b'0',N/A,b'19',b'2018-04-24T05:38:39.563',N/A,b'14587',N/A
30120,2,N/A,b'2015-03-04T04:42:57.097',N/A,30116,N/A,b'19',N/A,b'116',b'2016-11-29T05:26:59.620',N/A,b'3340',N/A
30121,2,N/A,b'2015-03-04T04:49:22.720',N/A,30106,N/A,b'2',N/A,b'4',b'2015-03-04T04:49:22.720',N/A,b'13072',N/A
30124,2,N/A,b'2015-03-04T09:27:25.980',N/A,30116,N/A,b'1',N/A,b'10',b'2015-03-04T09:27:25.980',N/A,b'14698',N/A
30126,2,N/A,b'2015-03-04T09:47:08.220',N/A,30116,N/A,b'2',N/A,b'14',b'2015-03-04T22:29:55.833',N/A,b'3624',N/A
30127,1,b'30130',b'2015-03-04T10:52:10.217',b'1',N/A,b'What network motifs or other mechanisms can make the expression of a gene invariable to the environment?',b'0',b'52',b'2',b'2015-03-05T04:34:19.160',N/A,b'14698',N/A
30130,2,N/A,b'2015-03-04T12:13:04.897',N/A,30127,N/A,b'0',N/A,b'4',b'2015-03-05T04:34:19.160',N/A,b'3340',N/A
